ID,Status,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
138,,Copy List with Random Pointer,36.4%,Medium,3.6989651187651815, https://leetcode.com/problems/copy-list-with-random-pointer
1,,Two Sum,45.6%,Easy,3.5958778464490746, https://leetcode.com/problems/two-sum
146,,LRU Cache,33.2%,Medium,3.492790574132968, https://leetcode.com/problems/lru-cache
54,,Spiral Matrix,34.1%,Medium,3.3897033018168607, https://leetcode.com/problems/spiral-matrix
273,,Integer to English Words,27.1%,Hard,3.3683427542207363, https://leetcode.com/problems/integer-to-english-words
277,,Find the Celebrity,41.8%,Medium,3.2652554819046293, https://leetcode.com/problems/find-the-celebrity
348,,Design Tic-Tac-Toe,54.3%,Medium,3.1946430571909312, https://leetcode.com/problems/design-tic-tac-toe
2,,Add Two Numbers,33.9%,Medium,3.169227011144196, https://leetcode.com/problems/add-two-numbers
42,,Trapping Rain Water,48.9%,Hard,3.066139738828089, https://leetcode.com/problems/trapping-rain-water
206,,Reverse Linked List,62.5%,Easy,3.0259163333793904, https://leetcode.com/problems/reverse-linked-list
5,,Longest Palindromic Substring,29.5%,Medium,3.0113240473668283, https://leetcode.com/problems/longest-palindromic-substring
8,,String to Integer (atoi),15.4%,Medium,2.9764877691901117, https://leetcode.com/problems/string-to-integer-atoi
200,,Number of Islands,46.8%,Medium,2.9715009566629704, https://leetcode.com/problems/number-of-islands
4,,Median of Two Sorted Arrays,29.6%,Hard,2.8916084554209203, https://leetcode.com/problems/median-of-two-sorted-arrays
186,,Reverse Words in a String II,43.3%,Medium,2.8809479839142877, https://leetcode.com/problems/reverse-words-in-a-string-ii
88,,Merge Sorted Array,39.4%,Easy,2.8627089563250068, https://leetcode.com/problems/merge-sorted-array
21,,Merge Two Sorted Lists,53.5%,Easy,2.862457260385365, https://leetcode.com/problems/merge-two-sorted-lists
17,,Letter Combinations of a Phone Number,46.8%,Medium,2.8573648034706545, https://leetcode.com/problems/letter-combinations-of-a-phone-number
218,,The Skyline Problem,34.6%,Hard,2.8027736985781786, https://leetcode.com/problems/the-skyline-problem
165,,Compare Version Numbers,27.4%,Medium,2.7909478091274957, https://leetcode.com/problems/compare-version-numbers
25,,Reverse Nodes in k-Group,42.1%,Hard,2.7613797410092618, https://leetcode.com/problems/reverse-nodes-in-k-group
240,,Search a 2D Matrix II,43.2%,Medium,2.7345899073645548, https://leetcode.com/problems/search-a-2d-matrix-ii
253,,Meeting Rooms II,45.7%,Medium,2.728471636609461, https://leetcode.com/problems/meeting-rooms-ii
10,,Regular Expression Matching,26.8%,Hard,2.7266995930211992, https://leetcode.com/problems/regular-expression-matching
53,,Maximum Subarray,46.5%,Easy,2.711940371971745, https://leetcode.com/problems/maximum-subarray
33,,Search in Rotated Sorted Array,34.5%,Medium,2.6857170372662447, https://leetcode.com/problems/search-in-rotated-sorted-array
297,,Serialize and Deserialize Binary Tree,47.5%,Hard,2.5826297649501377, https://leetcode.com/problems/serialize-and-deserialize-binary-tree
236,,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,2.568849235431705, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
445,,Add Two Numbers II,54.5%,Medium,2.529048190547753, https://leetcode.com/problems/add-two-numbers-ii
116,,Populating Next Right Pointers in Each Node,45.2%,Medium,2.524874081924768, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
23,,Merge k Sorted Lists,40.2%,Hard,2.500573730617639, https://leetcode.com/problems/merge-k-sorted-lists
20,,Valid Parentheses,39.0%,Easy,2.4687161355055203, https://leetcode.com/problems/valid-parentheses
402,,Remove K Digits,28.4%,Medium,2.4166575492538938, https://leetcode.com/problems/remove-k-digits
557,,Reverse Words in a String III,69.8%,Easy,2.336667524726581, https://leetcode.com/problems/reverse-words-in-a-string-iii
722,,Remove Comments,34.6%,Medium,2.331903153750657, https://leetcode.com/problems/remove-comments
75,,Sort Colors,47.3%,Medium,2.3276926686708626, https://leetcode.com/problems/sort-colors
24,,Swap Nodes in Pairs,50.4%,Medium,2.327380452152487, https://leetcode.com/problems/swap-nodes-in-pairs
151,,Reverse Words in a String,21.9%,Medium,2.3264780134045004, https://leetcode.com/problems/reverse-words-in-a-string
535,,Encode and Decode TinyURL,79.9%,Medium,2.303977477945612, https://leetcode.com/problems/encode-and-decode-tinyurl
48,,Rotate Image,56.7%,Medium,2.303733858197919, https://leetcode.com/problems/rotate-image
98,,Validate Binary Search Tree,27.8%,Medium,2.2943555684399337, https://leetcode.com/problems/validate-binary-search-tree
168,,Excel Sheet Column Title,31.1%,Easy,2.2883104652014525, https://leetcode.com/problems/excel-sheet-column-title
105,,Construct Binary Tree from Preorder and Inorder Traversal,48.8%,Medium,2.283021466343346, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
419,,Battleships in a Board,70.0%,Medium,2.2726225948204317, https://leetcode.com/problems/battleships-in-a-board
223,,Rectangle Area,37.8%,Medium,2.259309109512224, https://leetcode.com/problems/rectangle-area
171,,Excel Sheet Column Number,55.9%,Easy,2.252757238907828, https://leetcode.com/problems/excel-sheet-column-number
121,,Best Time to Buy and Sell Stock,50.5%,Easy,2.244833671744769, https://leetcode.com/problems/best-time-to-buy-and-sell-stock
224,,Basic Calculator,36.8%,Hard,2.2034434298807333, https://leetcode.com/problems/basic-calculator
1239,,Maximum Length of a Concatenated String with Unique Characters,47.8%,Medium,2.194070311537135, https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters
44,,Wildcard Matching,24.7%,Hard,2.191381777704533, https://leetcode.com/problems/wildcard-matching
794,,Valid Tic-Tac-Toe State,32.6%,Medium,2.177711763112637, https://leetcode.com/problems/valid-tic-tac-toe-state
545,,Boundary of Binary Tree,38.9%,Medium,2.1677790029375226, https://leetcode.com/problems/boundary-of-binary-tree
134,,Gas Station,38.5%,Medium,2.142566589871282, https://leetcode.com/problems/gas-station
22,,Generate Parentheses,62.7%,Medium,2.078567033534904, https://leetcode.com/problems/generate-parentheses
73,,Set Matrix Zeroes,43.1%,Medium,2.0775918912648, https://leetcode.com/problems/set-matrix-zeroes
428,,Serialize and Deserialize N-ary Tree,59.4%,Hard,2.076668713601008, https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
443,,String Compression,41.3%,Easy,2.0513907055271603, https://leetcode.com/problems/string-compression
450,,Delete Node in a BST,43.1%,Medium,2.048205702566481, https://leetcode.com/problems/delete-node-in-a-bst
13,,Roman to Integer,55.7%,Easy,2.01479997556304, https://leetcode.com/problems/roman-to-integer
235,,Lowest Common Ancestor of a Binary Search Tree,49.9%,Easy,2.0107138401241684, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree
103,,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,2.010536070419761, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
212,,Word Search II,34.9%,Hard,1.9371085874627856, https://leetcode.com/problems/word-search-ii
117,,Populating Next Right Pointers in Each Node II,39.1%,Medium,1.9167709936539865, https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
344,,Reverse String,68.5%,Easy,1.8931494469290504, https://leetcode.com/problems/reverse-string
208,,Implement Trie (Prefix Tree),49.4%,Medium,1.8703411019596328, https://leetcode.com/problems/implement-trie-prefix-tree
43,,Multiply Strings,33.9%,Medium,1.8392290485002736, https://leetcode.com/problems/multiply-strings
285,,Inorder Successor in BST,40.4%,Medium,1.8053129785679367, https://leetcode.com/problems/inorder-successor-in-bst
49,,Group Anagrams,56.9%,Medium,1.804619099717657, https://leetcode.com/problems/group-anagrams
71,,Simplify Path,32.6%,Medium,1.7951689508806754, https://leetcode.com/problems/simplify-path
99,,Recover Binary Search Tree,39.7%,Hard,1.7775344782967075, https://leetcode.com/problems/recover-binary-search-tree
15,,3Sum,26.8%,Medium,1.7686547532150263, https://leetcode.com/problems/3sum
141,,Linked List Cycle,41.1%,Easy,1.7563603010788833, https://leetcode.com/problems/linked-list-cycle
232,,Implement Queue using Stacks,49.6%,Easy,1.749421031222925, https://leetcode.com/problems/implement-queue-using-stacks
12,,Integer to Roman,55.1%,Medium,1.746102779627118, https://leetcode.com/problems/integer-to-roman
37,,Sudoku Solver,43.6%,Hard,1.7414976344471669, https://leetcode.com/problems/sudoku-solver
72,,Edit Distance,44.8%,Hard,1.7323480343505713, https://leetcode.com/problems/edit-distance
295,,Find Median from Data Stream,44.3%,Hard,1.7185203068596524, https://leetcode.com/problems/find-median-from-data-stream
160,,Intersection of Two Linked Lists,40.6%,Easy,1.7175192044428398, https://leetcode.com/problems/intersection-of-two-linked-lists
36,,Valid Sudoku,48.7%,Medium,1.7143211698041672, https://leetcode.com/problems/valid-sudoku
3,,Longest Substring Without Repeating Characters,30.4%,Medium,1.7119508013774896, https://leetcode.com/problems/longest-substring-without-repeating-characters
143,,Reorder List,37.1%,Medium,1.6917986160352108, https://leetcode.com/problems/reorder-list
76,,Minimum Window Substring,34.6%,Hard,1.684498704459816, https://leetcode.com/problems/minimum-window-substring
46,,Permutations,63.5%,Medium,1.6727146787726128, https://leetcode.com/problems/permutations
102,,Binary Tree Level Order Traversal,54.6%,Medium,1.651417093517297, https://leetcode.com/problems/binary-tree-level-order-traversal
155,,Min Stack,44.5%,Easy,1.6375525909607844, https://leetcode.com/problems/min-stack
56,,Merge Intervals,39.3%,Medium,1.6137424284012196, https://leetcode.com/problems/merge-intervals
51,,N-Queens,46.6%,Hard,1.6036359898179926, https://leetcode.com/problems/n-queens
173,,Binary Search Tree Iterator,56.6%,Medium,1.5975171846753242, https://leetcode.com/problems/binary-search-tree-iterator
93,,Restore IP Addresses,35.6%,Medium,1.5917169493061911, https://leetcode.com/problems/restore-ip-addresses
636,,Exclusive Time of Functions,51.9%,Medium,1.5833981368525032, https://leetcode.com/problems/exclusive-time-of-functions
706,,Design HashMap,61.3%,Easy,1.5513741114793391, https://leetcode.com/problems/design-hashmap
238,,Product of Array Except Self,60.1%,Medium,1.539762660750497, https://leetcode.com/problems/product-of-array-except-self
149,,Max Points on a Line,16.9%,Hard,1.5309662969926052, https://leetcode.com/problems/max-points-on-a-line
139,,Word Break,40.1%,Medium,1.5067078235450475, https://leetcode.com/problems/word-break
31,,Next Permutation,32.6%,Medium,1.4952605643210366, https://leetcode.com/problems/next-permutation
61,,Rotate List,30.0%,Medium,1.4847733982613056, https://leetcode.com/problems/rotate-list
836,,Rectangle Overlap,48.6%,Easy,1.4453669442208494, https://leetcode.com/problems/rectangle-overlap
642,,Design Search Autocomplete System,44.7%,Hard,1.4351899882719137, https://leetcode.com/problems/design-search-autocomplete-system
227,,Basic Calculator II,36.9%,Medium,1.4336576098594838, https://leetcode.com/problems/basic-calculator-ii
127,,Word Ladder,29.6%,Medium,1.4284947156102672, https://leetcode.com/problems/word-ladder
322,,Coin Change,35.5%,Medium,1.4268982821969922, https://leetcode.com/problems/coin-change
564,,Find the Closest Palindrome,19.7%,Hard,1.425008873300581, https://leetcode.com/problems/find-the-closest-palindrome
59,,Spiral Matrix II,53.9%,Medium,1.4157990742225208, https://leetcode.com/problems/spiral-matrix-ii
74,,Search a 2D Matrix,36.5%,Medium,1.396449102597548, https://leetcode.com/problems/search-a-2d-matrix
384,,Shuffle an Array,52.8%,Medium,1.3892672714849832, https://leetcode.com/problems/shuffle-an-array
229,,Majority Element II,35.6%,Medium,1.3878563920773277, https://leetcode.com/problems/majority-element-ii
153,,Find Minimum in Rotated Sorted Array,45.1%,Medium,1.3737513023422454, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
174,,Dungeon Game,32.3%,Hard,1.3665611251341203, https://leetcode.com/problems/dungeon-game
92,,Reverse Linked List II,38.8%,Medium,1.3490528201879903, https://leetcode.com/problems/reverse-linked-list-ii
449,,Serialize and Deserialize BST,52.0%,Medium,1.3213393231925648, https://leetcode.com/problems/serialize-and-deserialize-bst
179,,Largest Number,28.8%,Medium,1.318142571874943, https://leetcode.com/problems/largest-number
